,NE,Count,Type
16207,CSS,2,O
16208,Shane Victorino,2,PERSON
16209,Paul Caddick,2,PERSON
16210,John Campbell-Kease,2,PERSON
16211,Georg Braun,2,PERSON
16212,Pratt & Whitney,2,ORGANIZATION
16213,DPR Korea League,2,O
16214,Lucille,2,PERSON
16215,River Slaney,2,O
16216,Hull KR,2,PERSON
16217,Chandran,2,PERSON
16218,Dayton Baker,2,PERSON
16219,Braves,2,O
16220,Emden,2,LOCATION
16221,Pawtucket,2,LOCATION
16222,Crabbe,2,PERSON
16223,Germantown Academy,2,LOCATION
16224,Godal,2,PERSON
16225,Orlando Bloom,2,PERSON
16226,WMAR-TV,2,O
16227,Cary Grant,2,PERSON
16228,Rubin Tyumen,2,PERSON
16229,Mommsen,2,PERSON
16230,Boundary Commission,2,O
16231,Liudolf,2,PERSON
16232,Alec Barton,2,PERSON
16233,Kate Winslet,2,PERSON
16234,Nicole,2,PERSON
16235,Mary Dianne,2,PERSON
16236,WikiScanner,2,O
16237,McNaught,2,PERSON
16238,Pixar,2,ORGANIZATION
16239,Kneza Milo?a,2,PERSON
16240,West Twin River,2,LOCATION
16241,Anthony Turpel,2,PERSON
16242,Eastern Railway,2,O
16243,Peter James,2,PERSON
16244,Universite Populaire de Tlemcen,2,ORGANIZATION
16245,Saba florida,2,LOCATION
16246,Hindustan Republican Association,2,ORGANIZATION
16247,Naval War College,2,O
16248,Chongqing Warehouse,2,LOCATION
16249,Massachusetts Public Records Law,2,ORGANIZATION
16250,Bud Powell,2,PERSON
16251,High Court of Justiciary,2,O
16252,Shahpura,2,PERSON
16253,Baltimore Ravens,2,PERSON
16254,Lipetsk,2,LOCATION
16255,Pickens Railway Company,2,ORGANIZATION
16256,Kenrick,2,PERSON
16257,Arbor,2,PERSON
16258,Oscar Perea,2,PERSON
16259,Warsaw West County,2,LOCATION
16260,Steven Machat,2,PERSON
16261,Irv,2,PERSON
16262,George II,2,PERSON
16263,Royal Irish Regiment,2,O
16264,Cambrai,2,LOCATION
16265,Cicuco Airport,2,LOCATION
16266,Jim Trainor,2,PERSON
16267,Amur Khabarovsk,2,LOCATION
16268,Mbangambi,2,PERSON
16269,Kristiania,2,LOCATION
16270,Semashko,2,PERSON
16271,World Boxing Association,2,O
16272,Lasem,2,PERSON
16273,Gao Zhan,2,PERSON
16274,Dallara,2,PERSON
16275,Portage,2,LOCATION
16276,Durant Motors Company,2,ORGANIZATION
16277,James Bulger,2,PERSON
16278,Charlestown,2,LOCATION
16279,Ronald Hambleton,2,PERSON
16280,Schurz Communications,2,ORGANIZATION
16281,Missoula County,2,LOCATION
16282,Jaipur,2,LOCATION
16283,Mitchell River,2,LOCATION
16284,Florence Ada Keynes,2,PERSON
16285,John Caples,2,PERSON
16286,Panchasakha,2,PERSON
16287,Republika Srbija,2,LOCATION
16288,United States Board on Geographic Names,2,ORGANIZATION
16289,Superman,2,PERSON
16290,Butts County,2,O
16291,Teatro Comunale,2,PERSON
16292,Rick Gibson,2,PERSON
16293,Wejherowo County,2,LOCATION
16294,Associa??o Atl?tica Anapolina,2,PERSON
16295,Sheffield Sharks,2,ORGANIZATION
16296,Rio Tinto Group,2,ORGANIZATION
16297,Kazuma,2,PERSON
16298,Mathew,2,PERSON
16299,Madrid Metro,2,LOCATION
16300,Eduardo Ramos,2,PERSON
16301,Ezra Nawi,2,PERSON
16302,Sunbeam Motor,2,ORGANIZATION
16303,Cornelis Vreeswijk,2,PERSON
16304,UCL Institute of Archaeology,2,ORGANIZATION
16305,Greeley,2,PERSON
16306,Wesmael,2,PERSON
16307,James Stanhope,2,PERSON
16308,Mary Jane,2,PERSON
16309,John Morrison,2,PERSON
16310,Arapeen,2,PERSON
16311,Dolphin Digital Media Partners With Digital Agency Proximity Worldwide,2,ORGANIZATION
16312,Rhode Island College,2,LOCATION
16313,Broyard,2,PERSON
16314,Sanjay Shrestha,2,PERSON
16315,Bay Company,2,PERSON
16316,Sewardiodendron R. Florin,2,PERSON
16317,Columbia Medical School,2,ORGANIZATION
16318,Len V?ljas,2,PERSON
16319,Susan Stroman,2,PERSON
16320,Kirk Bloodsworth,2,PERSON
16321,Elliana Pogrebinsky,2,PERSON
16322,Erik Brann,2,PERSON
16323,Khandar,2,PERSON
16324,Fisk University,2,ORGANIZATION
16325,Hal Roach Jr.,2,PERSON
16326,San Jacinto,2,LOCATION
16327,Mackenzie Padington,2,PERSON
16328,Steve Dufour,2,PERSON
16329,W. van Wetering,2,PERSON
16330,Sewardiella Kashyap,2,PERSON
16331,North Hill,2,PERSON
16332,Ahmedabad Shatabdi Express,2,ORGANIZATION
16333,Western Hemisphere,2,LOCATION
16334,Wharton School,2,ORGANIZATION
16335,Imrei Shefer,2,PERSON
16336,Ludwig Beck,2,PERSON
16337,Nansemond County,2,LOCATION
16338,Herber,2,PERSON
16339,Elmira,2,LOCATION
16340,Rivne,2,PERSON
16341,Rojas,2,PERSON
16342,Buccaneers,2,O
16343,Bristol Red Sox,2,ORGANIZATION
16344,Worcester City,2,LOCATION
16345,Hurtado de Mendoza,2,PERSON
16346,Jeanne d'Arc,2,PERSON
16347,Tapan Kumar Sanyal,2,PERSON
16348,Corry,2,PERSON
16349,Mukherjee,2,PERSON
16350,Riley Center,2,PERSON
16351,Kahapon,2,PERSON
16352,David Duchovny,2,PERSON
16353,Commodore Esek Hopkins,2,PERSON
16354,County Community College,2,O
16355,Fordham,2,ORGANIZATION
16356,Stern,2,PERSON
16357,Hawraqnah,2,PERSON
16358,Hardman,2,PERSON
16359,Buber,2,PERSON
16360,Christopher Lee,2,PERSON
16361,New Baltimore,2,PERSON
16362,Don Giovanni,2,PERSON
16363,Mao Zedong,2,PERSON
16364,Morley,2,PERSON
16365,Scott Yanow,2,PERSON
16366,Sitka National Historical Park,2,ORGANIZATION
16367,Rajya Sabha,2,PERSON
16368,Banu Gushasp,2,PERSON
16369,Betty Logan,2,PERSON
16370,Greenwood Cemetery,2,LOCATION
16371,Henry Spelman,2,PERSON
16372,Jack Viney,2,PERSON
16373,Vic Tokai,2,PERSON
16374,Oswald West,2,PERSON
16375,Gregg Sutton,2,PERSON
16376,SDF,2,O
16377,Dexter Suggs,2,PERSON
16378,Romain Gary,2,PERSON
16379,Maitreya,2,PERSON
16380,Jean-Christophe Boullion,2,PERSON
16381,Frederuna,2,PERSON
16382,Victor Davies,2,PERSON
16383,THOMAS F. BRADYSpecial,2,PERSON
16384,Emily Nishikawa,2,PERSON
16385,Lake Okeechobee,2,LOCATION
16386,Guelph,2,LOCATION
16387,NAFED,2,O
16388,ALR,2,O
16389,Adama,2,PERSON
16390,Zhou Yunqing,2,PERSON
16391,Ricky Bottalico,2,PERSON
16392,Penn State Nittany Lions,2,ORGANIZATION
16393,Ontario Progressive Conservative Party,2,ORGANIZATION
16394,John Dehner,2,PERSON
16395,NDTV,2,ORGANIZATION
16396,Laird D T. Northumbrian Culture,2,PERSON
16397,Sauerbrey,2,PERSON
16398,Miller & amp,2,PERSON
16399,Sue Gordon,2,PERSON
16400,John Paul Stevens,2,PERSON
16401,Geoffrey Keynes,2,PERSON
16402,Tyler Jones,2,PERSON
16403,Spooner & amp,2,PERSON
16404,Cleve & amp,2,PERSON
16405,Gmina Lubie? Kujawski,2,PERSON
16406,Bassano del Grappa,2,PERSON
16407,Vandenberg Air Force Base,2,ORGANIZATION
16408,Chen Ayin,2,PERSON
16409,Lanfair Valley,2,LOCATION
16410,Valentina Tolkunova,2,PERSON
16411,John Kenney,2,PERSON
16412,Johnny Oates,2,PERSON
16413,Lambeth,2,PERSON
16414,Charlie Brown,2,PERSON
16415,Michael LaCour,2,PERSON
16416,Ratnagiri,2,PERSON
16417,Chris Benoit,2,PERSON
16418,Johnny Frank Garrett,2,PERSON
16419,Karl-Heinz Kurras,2,PERSON
16420,Kemper County,2,LOCATION
16421,Donegal,2,LOCATION
16422,Kozyra,2,PERSON
16423,Sun Li,2,PERSON
16424,Lukman Yusuf,2,PERSON
16425,Henry Palfrey,2,PERSON
16426,Tommaso della Testa Piccolomini,2,PERSON
16427,Teall,2,PERSON
16428,Weitz,2,PERSON
16429,Paul Lasike,2,PERSON
16430,Nashville Kats,2,LOCATION
16431,Hercegovine,2,PERSON
16432,Esporte Clube,2,PERSON
16433,B. Stein,2,PERSON
16434,Jim Sundberg,2,PERSON
16435,Edgar Burns,2,PERSON
16436,Darin Born Walden Robert Cassotto,2,PERSON
16437,Bellone,2,PERSON
16438,CAA,2,ORGANIZATION
16439,Chemsak & Noguera,2,O
16440,Chan,2,PERSON
16441,Jim Sharples,2,PERSON
16442,Edmund Lowe,2,PERSON
16443,Dale McKenzie,2,PERSON
16444,Murilo de Almeida,2,PERSON
16445,Katie Fisher,2,PERSON
16446,Travis Averill,2,PERSON
16447,Mark Stevens,2,PERSON
16448,Mark Arm,2,PERSON
16449,Batavia,2,LOCATION
16450,St. Peter 's Church,2,LOCATION
16451,Hossain,2,PERSON
16452,Father Mina,2,O
16453,van de Berg,2,PERSON
16454,Fontana Press,2,ORGANIZATION
16455,Michoac?n,2,O
16456,Sevada Moquin-Tandon,2,PERSON
16457,Tutti Frutti,2,PERSON
16458,United Nations Charter,2,ORGANIZATION
16459,Sandra Reemer,2,PERSON
16460,Balkan,2,LOCATION
16461,Ada,2,PERSON
16462,Donald P. Greenberg,2,PERSON
16463,Polska Liga Hokejowa,2,PERSON
16464,Yorkshire Engine Company,2,ORGANIZATION
16465,186th Air Refueling Wing of the Air National Guard,2,ORGANIZATION
16466,Ewan,2,PERSON
16467,Dogmersfield Park,2,PERSON
16468,Thomas de Grey,2,PERSON
16469,Sarastro,2,PERSON
16470,Misa,2,PERSON
16471,Cambodian Center for Human Rights,2,O
16472,Louisiana State Legislature,2,ORGANIZATION
16473,Wang Shiu-chi,2,PERSON
16474,Pennsylvania House of Representatives,2,LOCATION
16475,Qjndakdnakdnad,2,PERSON
16476,Paddy,2,PERSON
16477,Gunn,2,PERSON
16478,Grubm?hl,2,O
16479,Gruffudd,2,PERSON
16480,Chevelle,2,PERSON
16481,Garden,2,O
16482,Barclays Center,2,O
16483,INSEE,2,ORGANIZATION
16484,Chang International Circuit,2,ORGANIZATION
16485,Brad Boatright,2,PERSON
16486,Juliette Lewis,2,PERSON
16487,Boer,2,PERSON
16488,Jiuzhaigou County,2,LOCATION
16489,Wright-Patterson Air Force Base,2,ORGANIZATION
16490,University of Wyoming,2,ORGANIZATION
16491,Cape Teall,2,PERSON
16492,Black Eagle,2,O
16493,Mu?oz,2,O
16494,Johann Krause,2,PERSON
16495,Kylie Minogue,2,PERSON
16496,Rosanna Crawford,2,PERSON
16497,Magnolia Independent Film Festival,2,O
16498,James R Bland,2,PERSON
16499,Winston-Salem Red Sox,2,ORGANIZATION
16500,Jorgensen,2,PERSON
16501,Tina,2,PERSON
16502,Maxime Luere,2,PERSON
16503,Pisz County,2,LOCATION
16504,Carrere Records,2,ORGANIZATION
16505,Sandy Mayer,2,PERSON
16506,Bilcock,2,PERSON
16507,Vilnius,2,LOCATION
16508,Rafael Nadal,2,PERSON
16509,Edward Alden Jewell,2,PERSON
16510,Hispaniola,2,PERSON
16511,Nyack,2,LOCATION
16512,Jaffa,2,LOCATION
16513,New Media and Society,2,O
16514,McDowell,2,PERSON
16515,Omaha Royals,2,ORGANIZATION
16516,Jonathan Strange & Mr Norrell,2,PERSON
16517,Marcelo Cirino,2,PERSON
16518,Arden Shakespeare,2,PERSON
16519,Paderewski,2,PERSON
16520,Legislative Assembly of Ontario,2,ORGANIZATION
16521,Oakes,2,PERSON
16522,Goodlettsville,2,LOCATION
16523,Esther John,2,PERSON
16524,Winsford United F.C,2,LOCATION
16525,Hilsa,2,PERSON
16526,Acta Arithmetica,2,PERSON
16527,| Royal Thai Air Force,2,O
16528,Mississippi State,2,LOCATION
16529,Ibn Kulthum,2,PERSON
16530,Honfleur,2,LOCATION
16531,Hibernian,2,O
16532,Lawrence Kasdan,2,PERSON
16533,Lake Louise,2,PERSON
16534,New York City Subway,2,LOCATION
16535,Westerman,2,PERSON
16536,David Gaunt,2,PERSON
16537,House of Stuart,2,ORGANIZATION
16538,Paton,2,PERSON
16539,VI Corps,2,ORGANIZATION
16540,Noraniza Idris,2,PERSON
16541,Katie Kissoon,2,PERSON
16542,MCC,2,O
16543,Gremin,2,PERSON
16544,Oberlin,2,PERSON
16545,Purdue,2,ORGANIZATION
16546,John Brooks,2,PERSON
16547,UCF,2,O
16548,Riili,2,PERSON
16549,Moraine Fjord,2,LOCATION
16550,Los Angeles County Metro Liner,2,LOCATION
16551,Dan-Air Intercontinental Limited,2,O
16552,Eirini Angelaki,2,PERSON
16553,Daochuan Zhang & amp,2,PERSON
16554,China Railway,2,LOCATION
16555,H.M. Beatty,2,PERSON
16556,Franconia,2,LOCATION
16557,Lairg,2,LOCATION
16558,Abel Corbin,2,PERSON
16559,Aspiration,2,O
16560,Vika Bull,2,PERSON
16561,James Allison,2,PERSON
16562,Buffalo Bulls,2,ORGANIZATION
16563,Hot Wax Records,2,O
16564,Santa Clara,2,LOCATION
16565,Stirling Silliphant,2,PERSON
16566,Christa McAuliffe Middle School,2,PERSON
16567,Deheubarth,2,PERSON
16568,St. George,2,PERSON
16569,Florida State League,2,ORGANIZATION
16570,Jenifa,2,PERSON
16571,Hikone,2,LOCATION
16572,Brompton,2,PERSON
16573,European Community,2,O
16574,Ningxiang,2,PERSON
16575,Osborn & amp,2,PERSON
16576,Klaus,2,PERSON
16577,Terri Walker,2,PERSON
16578,Guignard,2,PERSON
16579,Roanoke,2,LOCATION
16580,Jay Wolpert,2,PERSON
16581,AKG,2,O
16582,Okita Rintar?,2,PERSON
16583,Pontefract,2,LOCATION
16584,Danforth,2,PERSON
16585,Michel Schm?ller,2,PERSON
16586,Harper County,2,LOCATION
16587,Azuchi,2,PERSON
16588,Michael Taylor,2,PERSON
16589,David R. Marshall,2,PERSON
16590,Henry II,2,PERSON
16591,LGB,2,ORGANIZATION
16592,Transdev WA,2,ORGANIZATION
16593,World Trade Organization,2,O
16594,Minner,2,PERSON
16595,South East,2,LOCATION
16596,Hine,2,PERSON
16597,Hoppa,2,PERSON
16598,Robert Mugabe,2,PERSON
16599,United Kingdom Parliament,2,ORGANIZATION
16600,Storstockholms Lokaltrafik,2,PERSON
16601,Juilliard School,2,ORGANIZATION
16602,LucasArts,2,ORGANIZATION
16603,Porosozero,2,PERSON
16604,Giles,2,PERSON
16605,Tory,2,O
16606,Thai,2,O
16607,Will Rogers,2,PERSON
16608,French Navy,2,O
16609,Mallon,2,PERSON
16610,Dunfermline Athletic,2,ORGANIZATION
16611,Garbos,2,PERSON
16612,Melvin Parker,2,PERSON
16613,Trakai,2,LOCATION
16614,Gornji Rakani,2,PERSON
16615,Boyd,2,PERSON
16616,Nguni,2,PERSON
16617,Yanow,2,PERSON
16618,Anglican Church,2,O
16619,Maury River,2,PERSON
16620,Charles Wisner Barrell,2,PERSON
16621,Pechengsky District,2,PERSON
16622,Loch Ewe,2,PERSON
16623,Yam,2,PERSON
16624,Ilia Chernykh,2,PERSON
16625,Naomi,2,PERSON
16626,Tranmere Rovers,2,ORGANIZATION
16627,University of North Carolina School of the Arts,2,ORGANIZATION
16628,Banco de Guayaquil,2,ORGANIZATION
16629,Andy Zulla,2,PERSON
16630,Tompkins County,2,LOCATION
16631,U.S. Post,2,ORGANIZATION
16632,Custos Rotulorum,2,ORGANIZATION
16633,Negro Leagues Baseball Museum,2,O
16634,Philips,2,ORGANIZATION
16635,Neuqu?n,2,O
16636,Bill Giant,2,PERSON
16637,Myburgh Queen,2,PERSON
16638,Anna Lincoln,2,PERSON
16639,Eug?ne Louis,2,PERSON
16640,Alex Plante,2,PERSON
16641,Kontor,2,PERSON
16642,| Pinner & Grammarians RFC,2,O
16643,Congress of People 's,2,ORGANIZATION
16644,Leighlin,2,PERSON
16645,Al,2,PERSON
16646,Mirko,2,PERSON
16647,Kelso Auto Dynamics,2,ORGANIZATION
16648,Jasmin Preisig,2,PERSON
16649,Romero,2,PERSON
16650,George Richmond,2,PERSON
16651,Westphal,2,PERSON
16652,FK Spartak Subotica,2,PERSON
16653,Josh Lim,2,PERSON
16654,Santa Sede,2,LOCATION
16655,Saraiki,2,PERSON
16656,Dover,2,O
16657,Chilcotin Plateau,2,LOCATION
16658,Kino-Ger?te Gesellschaft,2,PERSON
16659,Somerset Walpole,2,LOCATION
16660,Lee Sun-kyun,2,PERSON
16661,Nikolayev,2,PERSON
16662,Atl Ocean,2,LOCATION
16663,Henriques,2,PERSON
16664,Walloon,2,PERSON
16665,& & z & & \\,2,O
16666,Fukui,2,PERSON
16667,Sobhi,2,PERSON
16668,Lancashire Senior Competition,2,ORGANIZATION
16669,Wollongong,2,LOCATION
16670,Bia?obrzegi County,2,O
16671,State Normal School,2,O
16672,Gerald Pash,2,PERSON
16673,Mannu Bhandari,2,PERSON
16674,Damanhur,2,LOCATION
16675,Arthur Greenwood,2,PERSON
16676,Zoellner,2,PERSON
16677,Brookings Institution,2,O
16678,Robert Laughlin,2,PERSON
16679,Thai Airways,2,O
16680,Cecil Marcus Knatchbull-Hugessen,2,PERSON
16681,Chhabra,2,PERSON
16682,Thoden van Velzen,2,PERSON
16683,Carl Levin,2,PERSON
16684,San Francisco.,2,LOCATION
16685,Black Sabbath,2,PERSON
16686,Sky Blue FC,2,O
16687,Badoor,2,PERSON
16688,Indira Gandhi,2,PERSON
16689,Harrow,2,PERSON
16690,Cherquenco,2,PERSON
16691,Maynila,2,PERSON
16692,Miru Shiroma,2,PERSON
16693,Orlando Dobbin,1,PERSON
16694,Portogruaro,1,PERSON
16695,William Conrad,1,PERSON
16696,Conservation Commission of Western Australia,1,O
16697,San Nicolas Island,1,LOCATION
16698,John Christensen,1,PERSON
16699,Jennifer Beals,1,PERSON
16700,Luzon Straits,1,LOCATION
16701,Chun Seang,1,PERSON
16702,Primulaceaes,1,PERSON
16703,?yjord,1,O
16704,James B. Ricketts,1,PERSON
16705,Polonsky,1,PERSON
16706,Placid Podipara CMI,1,O
16707,Sergej ?etkovi?,1,PERSON
16708,George William Russell,1,PERSON
16709,Auguste Rodin,1,PERSON
16710,Moringa,1,PERSON
16711,Association for Intercollegiate Athletics,1,ORGANIZATION
16712,Kilsub,1,PERSON
16713,Himanshu Joshi,1,PERSON
16714,Nathaniel Sneyd,1,PERSON
16715,Ahn Jae Wook,1,PERSON
16716,Manitowoc County,1,LOCATION
16717,Santiago Museum of Contemporary Art.,1,LOCATION
16718,Harare,1,LOCATION
16719,Watson Intermediate School,1,ORGANIZATION
16720,St. George Illawarra Dragons,1,O
16721,Ent Air Force Base,1,O
16722,Robert Byrd,1,PERSON
16723,Ian Michael Nelson,1,PERSON
16724,Perla Navia,1,PERSON
16725,Shakespeare Canon,1,PERSON
16726,John Wesley Shipp,1,PERSON
16727,Juan Moron,1,PERSON
16728,Zima,1,PERSON
16729,Yasushi Akimoto,1,PERSON
16730,Anjana Udailal,1,PERSON
16731,Brian De Palma,1,PERSON
16732,University of Arizona Wildcats,1,ORGANIZATION
16733,Aghycloony,1,PERSON
16734,Dave Holland,1,PERSON
16735,Green County,1,LOCATION
16736,Bay Land Aviation,1,O
16737,ST. SWITHIN 'S HOUSE,1,ORGANIZATION
16738,Dalitso Kingsley Kubalasa,1,PERSON
16739,Long Beach State,1,O
16740,Ronald A. Guzman,1,PERSON
16741,South American Film Facilities.,1,O
16742,Lang,1,PERSON
16743,Bhopal Express,1,ORGANIZATION
16744,Ann Hampton Callaway,1,PERSON
16745,William H.F. Talbot,1,PERSON
16746,Joseph H. Eberly,1,PERSON
16747,Silas Stringham,1,PERSON
16748,Strathfield,1,PERSON
16749,Jinni,1,PERSON
16750,Yari Pamberi Black Women Writers Dissenting Globalization,1,PERSON
16751,David R. Herndon,1,PERSON
16752,Zelinka,1,PERSON
16753,John Thomas Bigge,1,PERSON
16754,June Callwood,1,PERSON
16755,Theodore Motzkin,1,PERSON
16756,Alan Ladd,1,PERSON
16757,Laodicea,1,PERSON
16758,Saint-Roch,1,PERSON
16759,Shunichi Uchida,1,PERSON
16760,Arnnon Geshuri,1,PERSON
16761,Edmundston Campus of the University of Moncton,1,ORGANIZATION
16762,Globo Esporte,1,PERSON
16763,RCD Espanyol Femenino,1,ORGANIZATION
16764,Monika Marinovi?,1,PERSON
16765,Evan Hunter,1,PERSON
16766,Alberto Angiolini,1,PERSON
16767,Mount Laurel,1,LOCATION
16768,Gustav Heinrich Kirchenpauers Beitrag zur Erforschung,1,PERSON
16769,Anjou,1,LOCATION
16770,Rangers Ballpark,1,O
16771,J. Roth,1,PERSON
16772,Edward Harold,1,PERSON
16773,Rory Bremner,1,PERSON
16774,S. Elizabeth Gibson,1,PERSON
16775,Democrat Party,1,O
16776,Hertfordshire Regiment,1,ORGANIZATION
16777,RAF Cottesmore,1,PERSON
16778,ElKevbo,1,O
16779,Robert Liparulo,1,PERSON
16780,Union Cycliste Internationale,1,O
16781,Gagnon,1,PERSON
16782,WGWG,1,PERSON
16783,Djibril Ciss?,1,PERSON
16784,Nissar,1,PERSON
16785,Batuan,1,PERSON
16786,Headbomb,1,PERSON
16787,Bastar,1,PERSON
16788,Jason Giannini,1,PERSON
16789,Claessens,1,PERSON
16790,Colette,1,PERSON
16791,Halil Rural District,1,O
16792,Ionia,1,LOCATION
16793,Saddha,1,PERSON
16794,James Ivory,1,PERSON
16795,Looksmart &,1,O
16796,Southern Andes,1,LOCATION
16797,Assad,1,PERSON
16798,Aaron Spelling-style,1,PERSON
16799,San Sebastian College,1,ORGANIZATION
16800,Patos,1,LOCATION
16801,Chinese People 's Liberation Army Air Force,1,ORGANIZATION
16802,Franciszek Kleeberg,1,PERSON
16803,Fatehpur,1,LOCATION
16804,*Springbank Middle School,1,O
16805,Debra Johnson,1,PERSON
16806,K. Luosto,1,PERSON
16807,Andrea C. Arpaci-Dusseau,1,PERSON
16808,Mondoweiss,1,PERSON
16809,Bonneton,1,PERSON
16810,The North Face Brazil,1,O
16811,Hinako Kanamaru,1,PERSON
16812,Liberty Mutual Insurance Group,1,ORGANIZATION
16813,IV Corps,1,O
16814,Gurule,1,PERSON
16815,Fauro Island,1,LOCATION
16816,Free State Stars F.C,1,O
16817,Yoakum,1,PERSON
16818,Kildoagh,1,PERSON
16819,Upsherin,1,PERSON
16820,William T. Coleman Jr.,1,PERSON
16821,Squire Boone,1,PERSON
16822,Leonard Chamberlain,1,PERSON
16823,Ron Del Barrio,1,PERSON
16824,Best Female Actress,1,O
16825,Dave Lombardo,1,PERSON
16826,K?lid?s?,1,O
16827,Criminal and Civil Justice Appropriations Committee,1,O
16828,Bon App?tit,1,O
16829,Copacabana,1,PERSON
16830,Sangam Young Boys A,1,ORGANIZATION
16831,Ploie?ti,1,O
16832,Frances S. Herskovits,1,PERSON
16833,TAOS Institute Publications,1,ORGANIZATION
16834,Ypnypn,1,PERSON
16835,Roisterer,1,PERSON
16836,Roger Backhouse,1,PERSON
16837,Gallissot & Bouayed,1,O
16838,HOWELL,1,PERSON
16839,Belle Vue,1,PERSON
16840,Felix Grundy,1,PERSON
16841,Marc Rowley===,1,PERSON
16842,Saya Kawamoto,1,PERSON
16843,Pedro L?pez Garc?a,1,PERSON
16844,United Progressive Party,1,ORGANIZATION
16845,Ioanna Soulioti,1,PERSON
16846,Krajobraz,1,PERSON
16847,Deborah Greenlee,1,PERSON
16848,Aviation Museum.,1,O
16849,Clifton College Register,1,ORGANIZATION
16850,Haruhiko Oyabu,1,PERSON
16851,Vito Stellino,1,PERSON
16852,Greater Western Sydney,1,O
16853,Zhexi,1,PERSON
16854,Tauber,1,PERSON
16855,Willy van Loon,1,PERSON
16856,Hegener & Glaser,1,ORGANIZATION
16857,Holdings,1,O
16858,DJ Black,1,PERSON
16859,Amelung,1,PERSON
16860,Alpatov,1,PERSON
16861,Ralitsa Glacier,1,PERSON
16862,Kondratiev,1,PERSON
16863,Abe Fortas,1,PERSON
16864,Trinity High School,1,ORGANIZATION
16865,University of Portsmouth,1,ORGANIZATION
16866,Nadu State Agricultural Marketing Board,1,ORGANIZATION
16867,Ainsdale Golf Club,1,ORGANIZATION
16868,Justin Holmes,1,PERSON
16869,New Salem,1,LOCATION
16870,Standard Dictionary of Folklore,1,ORGANIZATION
16871,Ukrainian Regional State Administration,1,ORGANIZATION
16872,B. Brzezinski,1,PERSON
16873,Marie Dorin Habert,1,PERSON
16874,Sbordoniola Zoia & amp,1,ORGANIZATION
16875,Larry Hisle,1,PERSON
16876,David Grissom,1,PERSON
16877,Al Franken,1,PERSON
16878,Sam Sparro.,1,PERSON
16879,Thomas Szabo,1,PERSON
16880,Vangelis Papakostas,1,PERSON
16881,Jiang Wu,1,PERSON
16882,Edwin W. Martin Jr,1,PERSON
16883,Cornelius Herz,1,PERSON
16884,Gerry McCabe,1,PERSON
16885,Chelmsford,1,LOCATION
16886,?ditions Georges Cr?s & Cie,1,O
16887,Northern Railroad Company,1,ORGANIZATION
16888,Golden Globes,1,O
16889,Wikiepdia,1,PERSON
16890,Syntegra,1,ORGANIZATION
16891,John Simon Guggenheim Memorial Foundation,1,PERSON
16892,Joe Mikulik,1,PERSON
16893,Maria Antonia Field,1,PERSON
16894,Danny Fields,1,PERSON
16895,Gavia,1,PERSON
16896,Glebeshire,1,PERSON
16897,Tapley,1,PERSON
16898,Sarkis Hayrapetyan,1,PERSON
16899,Robin Hood,1,PERSON
16900,Populist Party of Maryland,1,ORGANIZATION
16901,Uenohara,1,PERSON
16902,Temptation Bay,1,O
16903,William De Witt Snodgrass,1,PERSON
16904,Ferrovie,1,PERSON
16905,Teyana Taylor,1,PERSON
16906,Gioia del Colle,1,PERSON
16907,Nova Friburgo,1,PERSON
16908,Clarence Munroe Clark,1,PERSON
16909,Kiril Mirkov,1,PERSON
16910,Wikipedia Science Reference Desk Archives,1,ORGANIZATION
16911,James W. Bradford,1,PERSON
16912,Jenkin,1,PERSON
16913,Tol?tejn Castle,1,O
16914,Michael Klein,1,PERSON
16915,Witniczka,1,PERSON
16916,Liao,1,PERSON
16917,Thales Underwater Systems,1,O
16918,George Washington International Law Review,1,O
16919,Kim Chaek University of Technology,1,ORGANIZATION
16920,Ruby Begonia & Amos,1,ORGANIZATION
16921,Mtubatuba,1,LOCATION
16922,Friedrich Heinrich Himmel,1,PERSON
16923,Louis Glover House Band,1,PERSON
16924,Kastl Abbey,1,PERSON
16925,de Futebol Feminino,1,PERSON
16926,Lewisham,1,LOCATION
16927,Charles ) Lindell,1,PERSON
16928,Theophila,1,PERSON
16929,Winslow,1,PERSON
16930,Hillebrandlives,1,PERSON
16931,I. L. Hunter,1,PERSON
16932,Stubbs,1,PERSON
16933,Marco Kurz,1,PERSON
16934,Stavrophore,1,PERSON
16935,Akunin,1,PERSON
16936,Samaveda,1,PERSON
16937,Canadian Medical Foundation.,1,O
16938,Wanwin Charoen,1,PERSON
16939,Bhim,1,PERSON
16940,Carlton Trail,1,PERSON
16941,Onur ?nsal,1,PERSON
16942,Kota North,1,PERSON
16943,Elton Mayo,1,PERSON
16944,Gumberry High School,1,ORGANIZATION
16945,Chesapeake National Historic Trail,1,O
16946,White Station High School,1,ORGANIZATION
16947,Natsumi Abe,1,PERSON
16948,Lionel Robbins,1,PERSON
16949,University Hospital of North,1,ORGANIZATION
